,FIPS CODE,Population Density ,county,state,cases,deaths,month_x,year_x,country_region_code,country_region,sub_region_1,sub_region_2,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,month_y,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity,month,year_y
43,1087,31.37702522,Macon,Alabama,1144.9032258064515,35.12903225806452,1.0,2021.0,US,United States,Alabama,Macon County,-18.814247704934782,-9.810843653450467,-15.363616729087655,-12.387096774193553,-27.64516129032258,9.373992102877743,1.0,5.0,Macon County,AL,0.3064516129,55.58064516,55.58064516,0.3516129032,55.58064516,0.3677419355,23.29032258,0.6064516128999999,30.00967742,304.2580645,1.687096774,304.2580645,1.903225806,304.2580645,2.038709677,174.67741940000005,4.616129032,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0
44,1089,440.484136,Madison,Alabama,26530.645161290322,201.4838709677419,1.0,2021.0,US,United States,Alabama,Madison County,-21.16129032258064,-9.806451612903226,-12.612903225806447,-34.0,-28.58064516129032,11.451612903225813,1.0,5.0,Madison County,AL,0.5483870968,2061.516129,2061.516129,0.6419354839,2061.0,0.7096774194,169.19354840000003,0.29354838710000003,69.55806452,8969.870968000001,2.403225806,8969.548387,2.8032258060000004,8967.806451999999,3.070967742,2799.064516,4.906451613,B,5.0,5.0,5.0,5.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0
45,1091,20.50196441,Marengo,Alabama,1993.516129032258,29.064516129032263,1.0,2021.0,US,United States,Alabama,Marengo County,-21.6,-7.466666666666668,-15.363616729087655,-21.67087799671004,-17.70967741935484,9.373992102877743,1.0,5.0,Marengo County,AL,0.1258064516,24.03225806,24.03225806,0.1516129032,24.03225806,0.164516129,8.225806452,0.2193548387,11.99677419,174.0645161,0.9193548387,174.0645161,1.083870968,174.0645161,1.193548387,114.67741940000002,3.061290323,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0
46,1093,40.64168818,Marion,Alabama,2401.7741935483873,53.29032258064516,1.0,2021.0,US,United States,Alabama,Marion County,-11.55555555555556,-9.25,-15.363616729087655,-21.67087799671004,-17.0,8.75,1.0,5.0,Marion County,AL,0.3580645161,107.2903226,107.2903226,0.4161290323,107.2903226,0.4516129032,45.54838710000001,0.7129032258,36.04193548,639.1935484,2.15483871,639.1935484,2.477419355,639.1935484,2.719354839,402.516129,6.296774194,C,9.0,9.0,9.0,9.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0
47,1095,167.4053888,Marshall,Alabama,10067.258064516129,109.32258064516131,1.0,2021.0,US,United States,Alabama,Marshall County,-11.903225806451607,-8.709677419354838,-10.548387096774187,-21.67087799671004,-21.032258064516128,6.903225806451613,1.0,5.0,Marshall County,AL,0.3612903226,346.8709677,346.8709677,0.4290322581,346.8709677,0.4838709677,68.67741935,0.4161290323,54.25483871,2570.806452,2.658064516,2570.806452,3.187096774,2570.16129,3.551612903,1439.419355,8.590322581,C,9.0,9.0,9.0,9.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0
48,1097,337.8747148,Mobile,Alabama,29810.8064516129,549.4516129032259,1.0,2021.0,US,United States,Alabama,Mobile County,-15.096774193548393,-10.70967741935484,-25.548387096774192,-27.70967741935484,-22.774193548387107,7.419354838709677,1.0,5.0,Mobile County,AL,0.5225806452,2167.870968,2167.870968,0.6193548387,2167.16129,0.6838709677,267.2258065,0.3903225806,75.72258065,7978.806452,1.941935484,7978.806452,2.290322581,7976.741934999999,2.519354839,3066.9677420000007,4.467741935,D,13.0,13.0,13.0,13.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0
49,1099,21.13047505,Monroe,Alabama,1429.4193548387098,16.161290322580644,1.0,2021.0,US,United States,Alabama,Monroe County,-18.814247704934782,-13.25,-15.363616729087655,-21.67087799671004,-18.607142857142858,9.373992102877743,1.0,5.0,Monroe County,AL,0.04838709677,10.77419355,10.67741935,0.06129032258,10.67741935,0.06451612903,4.032258065,0.09032258065,11.99677419,208.2258065,1.003225806,208.0967742,1.15483871,207.9677419,1.270967742,138.7096774,3.167741935,C,9.0,9.0,9.0,9.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0
50,1101,288.8362977,Montgomery,Alabama,18752.3870967742,309.5806451612903,1.0,2021.0,US,United States,Alabama,Montgomery County,-23.903225806451612,-13.16129032258065,-38.16129032258065,-35.83870967741935,-27.451612903225808,9.064516129032258,1.0,5.0,Montgomery County,AL,0.3032258065,680.5483871,680.5483871,0.3483870968,680.483871,0.4,136.83870969999998,0.3806451613,75.72258065,4179.290322999998,1.848387097,4179.290322999998,2.183870968,4177.516129,2.403225806,1487.774194,4.216129032,D,13.0,13.0,13.0,13.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0
51,1103,206.3824682,Morgan,Alabama,12046.645161290322,120.58064516129032,1.0,2021.0,US,United States,Alabama,Morgan County,-13.64516129032258,-4.258064516129032,-14.67741935483871,-16.41935483870968,-16.83870967741936,7.129032258064518,1.0,5.0,Morgan County,AL,0.3516129032,416.7419355,416.7419355,0.4161290323,416.7419355,0.4483870968,69.09677419,0.3290322581,75.72258065,2893.419355,2.406451613,2893.419355,2.832258065,2893.419355,3.1354838710000004,1456.258065,6.825806452,C,9.0,9.0,9.0,9.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0
52,1105,13.4118144,Perry,Alabama,957.2258064516127,17.129032258064516,1.0,2021.0,US,United States,Alabama,Perry County,-18.814247704934782,-9.810843653450467,-15.363616729087655,-21.67087799671004,-37.19047619047619,9.373992102877743,1.0,5.0,Perry County,AL,0.2548387097,22.67741935,22.67741935,0.2870967742,22.67741935,0.31935483870000003,12.5483871,0.6967741934999999,30.00967742,158.2580645,1.777419355,158.2580645,2.051612903,158.2580645,2.241935484,99.83870968,5.567741935,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0
53,1107,23.67121696,Pickens,Alabama,1932.935483870968,30.096774193548388,1.0,2021.0,US,United States,Alabama,Pickens County,-18.814247704934782,-9.810843653450467,-15.363616729087655,-21.67087799671004,-23.0,9.373992102877743,1.0,5.0,Pickens County,AL,0.26774193550000003,53.51612903,53.51612903,0.3,53.51612903,0.3322580645,19.22580645,0.4967741935,30.00967742,271.2258065,1.358064516,271.2258065,1.551612903,271.2258065,1.683870968,131.7741935,3.393548387,D,13.0,13.0,13.0,13.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0
54,1109,49.16871747,Pike,Alabama,2433.6774193548385,28.51612903225807,1.0,2021.0,US,United States,Alabama,Pike County,-12.70967741935484,-10.61290322580645,-15.363616729087655,-21.67087799671004,-23.935483870967737,8.619047619047619,1.0,5.0,Pike County,AL,0.1129032258,36.51612903,36.51612903,0.1258064516,36.51612903,0.135483871,7.258064516,0.1419354839,30.00967742,479.9032258,1.45483871,479.9032258,1.664516129,479.9032258,1.790322581,311.0322581000001,6.183870968,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0
55,1111,39.09396262,Randolph,Alabama,1392.225806451613,33.87096774193548,1.0,2021.0,US,United States,Alabama,Randolph County,-50.0,-9.810843653450467,-15.363616729087655,-21.67087799671004,-15.48387096774194,4.0,1.0,5.0,Randolph County,AL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6.858280922431866,6.868253293667658,6.858280922431866,6.858966139381132,Non-metro,3.338926174496644,3.3316326530612246,3.338926174496644,3.3418631270689074,1.0,2021.0
56,1113,93.05299934,Russell,Alabama,3274.709677419354,10.612903225806454,1.0,2021.0,US,United States,Alabama,Russell County,-15.19354838709677,-4.096774193548387,-15.363616729087655,-21.67087799671004,-25.064516129032263,8.774193548387098,1.0,5.0,Russell County,AL,0.04193548387,25.90322581,25.90322581,0.05806451613,25.90322581,0.05806451613,6.9354838710000015,0.08064516129,17.98387097,287.1612903,0.4935483871,287.1612903,0.5903225806,287.1612903,0.6516129032,156.61290319999995,1.822580645,D,13.0,13.0,13.0,13.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0
57,1115,137.7966837,St. Clair,Alabama,7450.483870967741,113.67741935483869,1.0,2021.0,US,United States,Alabama,St. Clair County,-10.03225806451613,-7.03225806451613,-15.363616729087655,1.4193548387096768,-23.161290322580644,8.290322580645162,1.0,5.0,St. Clair County,AL,0.1161290323,106.1612903,106.1612903,0.1387096774,106.1612903,0.1580645161,13.4516129,0.0935483871,36.04193548,1174.516129,1.316129032,1173.806452,1.538709677,1173.419355,1.690322581,558.6451613,3.703225806,B,5.0,5.0,5.0,5.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0
58,1117,265.900144,Shelby,Alabama,18247.935483870966,119.19354838709677,1.0,2021.0,US,United States,Alabama,Shelby County,-18.58064516129032,-17.51612903225806,-6.548387096774192,-21.67087799671004,-28.41935483870968,10.774193548387101,1.0,5.0,Shelby County,AL,0.2290322581,497.483871,497.483871,0.2741935484,497.483871,0.2967741935,65.48387097,0.1806451613,69.55806452,3378.225806000001,1.548387097,3377.129032,1.809677419,3377.129032,2.016129032,1099.483871,3.1741935480000003,A,1.0,1.0,1.0,1.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0
59,1119,14.49628106,Sumter,Alabama,893.5806451612905,25.967741935483872,1.0,2021.0,US,United States,Alabama,Sumter County,-18.814247704934782,-9.810843653450467,-15.363616729087655,-21.67087799671004,-29.76190476190476,9.373992102877743,1.0,5.0,Sumter County,AL,0.04838709677,6.290322581,6.290322581,0.05806451613,6.290322581,0.06451612903,1.032258065,0.04516129032,9.0,84.29032258,0.6806451613,84.29032258,0.7774193548,84.29032258,0.835483871,48.80645161,2.096774194,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0
60,1121,109.7512809,Talladega,Alabama,6071.451612903225,101.96774193548387,1.0,2021.0,US,United States,Alabama,Talladega County,-13.096774193548393,-2.967741935483871,-40.7741935483871,-5.451612903225807,-20.70967741935484,6.258064516129032,1.0,5.0,Talladega County,AL,0.1322580645,105.0,105.0,0.1516129032,105.0,0.17096774190000005,24.22580645,0.1677419355,30.00967742,1022.709677,1.280645161,1022.709677,1.477419355,1022.709677,1.616129032,640.1290323,4.332258065,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0
61,1123,57.00321414,Tallapoosa,Alabama,2759.064516129032,106.22580645161293,1.0,2021.0,US,United States,Alabama,Tallapoosa County,-9.903225806451612,-0.3548387096774194,-15.363616729087655,-21.67087799671004,-16.58064516129032,8.523809523809524,1.0,5.0,Tallapoosa County,AL,0.4774193548,193.0645161,193.0645161,0.5483870968,193.0645161,0.5870967742000001,51.96774194,0.5806451613,75.72258065,800.7741934999998,1.987096774,800.7741934999998,2.296774194,800.7741934999998,2.490322581,425.483871,4.741935484,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0
62,1125,154.32209450000005,Tuscaloosa,Alabama,20646.90322580645,261.45161290322585,1.0,2021.0,US,United States,Alabama,Tuscaloosa County,-21.935483870967737,-9.225806451612904,-35.785714285714285,-14.0,-23.483870967741947,8.161290322580646,1.0,5.0,Tuscaloosa County,AL,0.2967741935,612.4193548,612.4193548,0.335483871,612.3225806,0.3709677419,97.87096774,0.34516129030000003,69.55806452,3621.354839,1.7290322580000002,3620.741935,2.016129032,3619.258065,2.190322581,1338.580645,4.648387097,C,9.0,9.0,9.0,9.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0
63,1127,82.5261125,Walker,Alabama,5815.741935483871,170.70967741935485,1.0,2021.0,US,United States,Alabama,Walker County,-6.741935483870968,-8.741935483870968,-15.363616729087655,-9.290322580645162,-16.322580645161292,6.741935483870968,1.0,5.0,Walker County,AL,0.2258064516,140.516129,140.516129,0.2548387097,140.516129,0.2838709677,26.77419355,0.2193548387,36.04193548,1076.290323,1.696774194,1075.774194,1.980645161,1075.774194,2.177419355,476.41935480000006,3.835483871,C,9.0,9.0,9.0,9.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0
64,1129,15.55627764,Washington,Alabama,1354.8709677419354,25.967741935483872,1.0,2021.0,US,United States,Alabama,Washington County,-18.814247704934782,-9.810843653450467,-15.363616729087655,-21.67087799671004,-20.61904761904762,9.373992102877743,1.0,5.0,Washington County,AL,0.03225806452,5.258064516,5.258064516,0.03548387097,5.258064516,0.04193548387,0.8064516129000001,0.02258064516,6.0,69.80645161,0.4258064516,69.80645161,0.4935483871,69.80645161,0.5483870968,49.12903226,1.525806452,C,9.0,9.0,9.0,9.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0
65,1131,12.4468485,Wilcox,Alabama,1012.7741935483873,20.774193548387093,1.0,2021.0,US,United States,Alabama,Wilcox County,-18.814247704934782,-9.810843653450467,-15.363616729087655,-21.67087799671004,-29.857142857142854,9.373992102877743,1.0,5.0,Wilcox County,AL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.868253293667658,6.858280922431866,6.858966139381132,Non-metro,3.338926174496644,3.3316326530612246,3.338926174496644,3.3418631270689074,1.0,2021.0
66,1133,38.95239478,Winston,Alabama,2230.1290322580644,36.774193548387096,1.0,2021.0,US,United States,Alabama,Winston County,-23.5,-23.0,-15.363616729087655,-21.67087799671004,-19.967741935483872,5.0,1.0,5.0,Winston County,AL,0.06451612903,15.25806452,15.25806452,0.07419354839,15.25806452,0.08064516129,3.096774194,0.05806451613,11.99677419,123.4516129,0.5225806452,123.4516129,0.6032258065,123.4516129,0.6548387097,76.0,1.467741935,C,9.0,9.0,9.0,9.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0
67,2013,0.478520091,Aleutians East Borough,Alaska,50.0,0.0,1.0,2021.0,,,,,-18.814247704934782,-9.810843653450467,-15.363616729087655,-21.67087799671004,-21.89789534018986,9.373992102877743,1.0,5.0,Aleutians East Borough,AK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,C,6.858280922431866,6.868253293667658,6.858280922431866,6.858966139381132,Non-metro,3.338926174496644,3.3316326530612246,3.338926174496644,3.3418631270689074,1.0,2021.0
68,2016,1.298779393,Aleutians West Census Area,Alaska,256.5806451612903,0.0,1.0,2021.0,,,,,-18.814247704934782,-9.810843653450467,-15.363616729087655,-21.67087799671004,-21.89789534018986,9.373992102877743,1.0,5.0,Aleutians West Census Area,AK,0.34516129030000003,19.35483871,19.35483871,0.3741935484,19.35483871,0.3870967742,8.548387097,2.041935484,31.71612903,133.5483871,2.370967742,133.5483871,2.570967742,133.0645161,2.664516129,51.38709677,12.26129032,B,5.0,5.0,5.0,5.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0
69,2020,175.22026090000003,Anchorage,Alaska,24321.838709677417,129.74193548387098,1.0,2021.0,US,United States,Alaska,Anchorage,-24.548387096774192,-14.774193548387101,2.32258064516129,-33.7741935483871,-30.64516129032258,11.580645161290322,1.0,5.0,Anchorage Municipality,AK,1.151612903,3298.451613,3298.451613,1.370967742,3297.935484,1.509677419,673.0645161,1.996774194,79.2,18183.87097,6.329032258,18183.87097,7.551612903,18133.64516,8.283870967999999,6399.870968,18.96129032,B,5.0,5.0,5.0,5.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0
70,2050,0.4423465179,Bethel Census Area,Alaska,2948.677419354838,12.548387096774194,1.0,2021.0,US,United States,Alaska,Bethel,-18.814247704934782,-9.810843653450467,-15.363616729087655,-21.67087799671004,-29.76190476190476,9.373992102877743,1.0,5.0,Bethel Census Area,AK,3.325806452,612.483871,612.483871,4.429032258,611.6129032,5.161290323,151.2903226,10.44193548,76.02903226,2285.032258,12.42580645,2285.032258,16.53225806,2268.612903,19.1483871,514.0645161,35.50322581,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0
71,2060,1.770392761,,,7277.83037471281,116.4699621887267,1.0,2021.0,,,,,-18.814247704934782,-9.810843653450467,-15.363616729087655,-21.67087799671004,-21.89789534018986,9.373992102877743,1.0,5.0,Bristol Bay Borough,AK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,B,6.858280922431866,6.868253293667658,6.858280922431866,6.858966139381132,Non-metro,3.338926174496644,3.3316326530612246,3.338926174496644,3.3418631270689074,1.0,2021.0
72,2068,0.1504931493,Denali Borough,Alaska,62.193548387096776,0.0,1.0,2021.0,,,,,-18.814247704934782,-9.810843653450467,-15.363616729087655,-21.67087799671004,-21.89789534018986,9.373992102877743,1.0,5.0,Denali Borough,AK,0.1129032258,2.419354839,2.419354839,0.1322580645,2.419354839,0.1419354839,1.258064516,0.5322580645,9.522580645,19.29032258,0.9193548387,19.29032258,1.058064516,19.29032258,1.135483871,12.70967742,5.338709677,A,1.0,1.0,1.0,1.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0
73,2070,0.2691076386,Dillingham Census Area,Alaska,148.80645161290326,1.0,1.0,2021.0,,,,,-18.814247704934782,-9.810843653450467,-15.363616729087655,-21.67087799671004,-21.89789534018986,9.373992102877743,1.0,5.0,Dillingham Census Area,AK,0.06129032258,3.064516129,3.064516129,0.08064516129,3.064516129,0.09032258065,0.3870967742,0.07741935484,3.1741935480000003,29.87096774,0.6064516128999999,29.87096774,0.7870967742,29.74193548,0.8838709677,8.290322581,1.677419355,D,13.0,13.0,13.0,13.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0
74,2090,13.57701859,Fairbanks North Star Borough,Alaska,5477.096774193548,22.77419354838709,1.0,2021.0,US,United States,Alaska,Fairbanks North Star,-11.70967741935484,-8.67741935483871,-15.363616729087655,-37.61290322580645,-7.064516129032258,9.064516129032258,1.0,5.0,Fairbanks North Star Borough,AK,0.9,869.4193548000002,869.4193548000002,1.077419355,869.4193548000002,1.170967742,114.0967742,1.05483871,72.88709677,4260.516129,4.393548387,4259.548387,5.287096774,4257.064516,5.767741935,1837.322581,16.97096774,B,5.0,5.0,5.0,5.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0
75,2100,1.092900888,Haines Borough,Alaska,20.93548387096774,0.0,1.0,2021.0,,,,,-18.814247704934782,-9.810843653450467,-15.363616729087655,-21.67087799671004,-21.89789534018986,9.373992102877743,1.0,5.0,Haines Borough,AK,3.683870968,93.32258065,93.32258065,4.125806452,93.32258065,4.512903226000001,35.87096774,6.561290323,69.73225806,477.74193550000007,18.87419355,477.74193550000007,21.14193548,477.74193550000007,23.02258065,196.2580645,35.81290323,A,1.0,1.0,1.0,1.090909091,Non-metro,5.0,5.0,5.0,5.090909091,1.0,2021.0
76,2105,0.28345835140000003,,,7277.83037471281,116.4699621887267,1.0,2021.0,,,,,-18.814247704934782,-9.810843653450467,-15.363616729087655,-21.67087799671004,-21.89789534018986,9.373992102877743,1.0,5.0,Hoonah-Angoon Census Area,AK,4.483870968,96.48387097,96.48387097,5.074193548,96.48387097,5.464516129,42.29032258,8.203225806,72.88709677,425.6774194,19.81612903,425.6774194,22.37419355,423.0,23.96451613,176.1290323,34.13225806,B,5.0,5.0,5.0,5.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0
77,2110,12.12318153,Juneau City and Borough,Alaska,1076.6451612903227,3.0,1.0,2021.0,US,United States,Alaska,Juneau,-23.13333333333333,-9.810843653450467,-29.0,-13.387096774193553,-28.12903225806452,15.428571428571427,1.0,5.0,Juneau City and Borough,AK,1.741935484,556.8387097,556.8387097,2.019354839,556.8387097,2.206451613,130.64516129999998,2.9290322580000003,69.73225806,2332.129032,7.287096774,2332.129032,8.487096774,2328.612903,9.225806452,1117.709677,25.06451613,B,5.0,5.0,5.0,5.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0
78,2122,3.611683019,Kenai Peninsula Borough,Alaska,3775.0,16.741935483870968,1.0,2021.0,US,United States,Alaska,Kenai Peninsula Borough,-9.096774193548388,-9.064516129032258,-15.363616729087655,-21.67087799671004,-13.548387096774187,6.961538461538463,1.0,5.0,Kenai Peninsula Borough,AK,1.283870968,753.6451613,753.6451613,1.503225806,753.1612903,1.65483871,210.7419355,1.961290323,76.02903226,2748.870968,4.687096774,2747.193548,5.493548387000001,2746.0,6.025806452,1491.096774,13.83870968,B,5.0,5.0,5.0,5.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0
79,2130,2.82170272,Ketchikan Gateway Borough,Alaska,259.7096774193548,0.967741935483871,1.0,2021.0,US,United States,Alaska,Ketchikan Gateway,-18.814247704934782,-9.810843653450467,-15.363616729087655,-21.67087799671004,-15.61904761904762,9.373992102877743,1.0,5.0,Ketchikan Gateway Borough,AK,1.141935484,158.83870969999995,158.83870969999995,1.335483871,158.80645159999997,1.45483871,25.4516129,1.109677419,69.73225806,720.8387097,5.183870968,720.8387097,6.032258065,720.1290323,6.616129032000001,350.8387097,15.31935484,C,9.0,9.0,9.0,9.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0
80,2150,2.120594316,Kodiak Island Borough,Alaska,985.1290322580644,3.161290322580645,1.0,2021.0,US,United States,Alaska,Kodiak Island,-18.814247704934782,-9.810843653450467,-15.363616729087655,-21.67087799671004,-29.285714285714285,9.373992102877743,1.0,5.0,Kodiak Island Borough,AK,1.870967742,243.0,243.0,2.25483871,243.0,2.496774194,58.64516129,3.970967742,72.88709677,942.2580645,7.251612903,942.2580645,8.787096774,937.0322581,9.596774194,406.6129032,27.548387100000006,C,9.0,9.0,9.0,9.0,Non-metro,5.0,5.0,5.0,5.0,1.0,2021.0
81,2164,0.06608318134999999,,,7277.83037471281,116.4699621887267,1.0,2021.0,,,,,-18.814247704934782,-9.810843653450467,-15.363616729087655,-21.67087799671004,-21.89789534018986,9.373992102877743,1.0,5.0,Lake and Peninsula Borough,AK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,6.858280922431866,6.868253293667658,6.858280922431866,6.858966139381132,Non-metro,3.338926174496644,3.3316326530612246,3.338926174496644,3.3418631270689074,1.0,2021.0
82,2170,4.108233869,Matanuska-Susitna Borough,Alaska,7026.193548387098,21.032258064516128,1.0,2021.0,US,United States,Alaska,Matanuska-Susitna,-3.129032258064516,-1.935483870967742,-15.363616729087655,-21.67087799671004,-19.258064516129032,7.709677419354839,1.0,5.0,Matanuska-Susitna Borough,AK,0.5580645161,606.0,606.0,0.6774193548,606.0,0.7580645161,82.41935484,0.5967741935,69.73225806,3651.096774,3.377419355,3651.096774,4.083870968,3647.870968,4.583870968,1841.806452,13.39032258,B,5.0,5.0,5.0,5.0,Metro,1.0,1.0,1.0,1.0,1.0,2021.0
83,2180,0.4287998643,Nome Census Area,Alaska,293.7096774193548,0.0,1.0,2021.0,US,United States,Alaska,Nome,-18.814247704934782,-9.810843653450467,-15.363616729087655,-21.67087799671004,-60.0,9.373992102877743,1.0,5.0,Nome Census Area,AK,5.55483871,556.3548387,556.3548387,7.3580645160000016,553.7096774,8.464516129,171.3548387,21.33225806,76.02903226,1847.645161,18.47741935,1847.645161,24.41935484,1825.903226,27.89677419,417.4193548,51.99032258,D,13.0,13.0,13.0,13.58333333,Non-metro,5.0,5.0,5.0,5.583333333,1.0,2021.0
